Style_No,Pack_Qty,Product,Fabric_Type,Order_Category,Country,Price,Quantity,Pre,Temp,CCI,Order_Month
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,China,1.2,720,27.22,4.14,103.9309,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,India,1.2,1080,16.41,25.67,100.4789,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Italy,1.2,13410,43.93,7.6,100.9382,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Japan,1.2,1485,122.52,6.64,98.06156999999999,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Mexico,1.2,1215,9.03,19.93,100.5622,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,South Korea,1.2,720,104.22,8.24,99.9668,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Turkey,1.2,990,86.26,4.86,98.61889000000001,3
BOBO TIGHTS,3,TIGHTS,RIB,ONLINE,Australia,1.16,2976,76.7,25.61,101.3482,3
BOBO TIGHTS,3,TIGHTS,RIB,ONLINE,China,1.16,4128,27.22,4.14,103.9309,3
BOBO TIGHTS,3,TIGHTS,RIB,ONLINE,India,1.16,6336,16.41,25.67,100.4789,3
BOBO TIGHTS,3,TIGHTS,RIB,ONLINE,Japan,1.16,8736,122.52,6.64,98.06156999999999,3
BOBO TIGHTS,3,TIGHTS,RIB,ONLINE,Mexico,1.16,7152,9.03,19.93,100.5622,3
BOBO TIGHTS,3,TIGHTS,RIB,ONLINE,South Korea,1.16,4032,104.22,8.24,99.9668,3
BOBO TIGHTS,3,TIGHTS,RIB,ONLINE,Turkey,1.16,6816,86.26,4.86,98.61889000000001,3
BOBO TIGHTS,2,TIGHTS,RIB,STORE,China,1.16,13512,27.22,4.14,103.9309,3
BOBO TIGHTS,2,TIGHTS,RIB,STORE,Japan,1.16,8826,122.52,6.64,98.06156999999999,3
BOBO TIGHTS,2,TIGHTS,RIB,STORE,South Korea,1.16,2466,104.22,8.24,99.9668,3
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,Australia,1.07,1152,76.7,25.61,101.3482,3
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,China,1.07,5904,27.22,4.14,103.9309,3
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,India,1.07,1584,16.41,25.67,100.4789,3
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,Japan,1.07,4224,122.52,6.64,98.06156999999999,3
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,Mexico,1.07,11472,9.03,19.93,100.5622,3
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,South Korea,1.07,1008,104.22,8.24,99.9668,3
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,Turkey,1.07,3408,86.26,4.86,98.61889000000001,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Australia,1.44,795,76.7,25.61,101.3482,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,China,1.44,2265,27.22,4.14,103.9309,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,India,1.44,960,16.41,25.67,100.4789,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Japan,1.44,1755,122.52,6.64,98.06156999999999,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Mexico,1.44,2400,9.03,19.93,100.5622,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,South Korea,1.44,195,104.22,8.24,99.9668,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Turkey,1.44,1995,86.26,4.86,98.61889000000001,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,Australia,1.44,795,76.7,25.61,101.3482,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,China,1.44,2265,27.22,4.14,103.9309,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,India,1.44,960,16.41,25.67,100.4789,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,Japan,1.44,1755,122.52,6.64,98.06156999999999,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,Mexico,1.44,2400,9.03,19.93,100.5622,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,South Korea,1.44,195,104.22,8.24,99.9668,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,Turkey,1.44,1995,86.26,4.86,98.61889000000001,3
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,Australia,1.14,588,76.7,25.61,101.3482,3
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,China,1.14,2226,27.22,4.14,103.9309,3
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,Italy,1.14,14196,43.93,7.6,100.9382,3
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,Mexico,1.14,5670,9.03,19.93,100.5622,3
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,South Korea,1.14,420,104.22,8.24,99.9668,3
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,Sweden,1.14,19614,35.51,-2.01,101.7339,3
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,Turkey,1.14,1680,86.26,4.86,98.61889000000001,3
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Germany,1.19,17052,39.06,5.06,99.86309,3
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Australia,0.87,7668,76.7,25.61,101.3482,3
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Chile,0.87,13284,53.53,12.26,96.52523,3
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,New Zealand,0.87,4428,173.38,14.0,99.59273,3
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,South Africa,0.87,9990,44.92,21.63,98.80225,3
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Australia,0.87,2322,76.7,25.61,101.3482,3
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Chile,0.87,4014,53.53,12.26,96.52523,3
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,New Zealand,0.87,1332,173.38,14.0,99.59273,3
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,South Africa,0.87,3024,44.92,21.63,98.80225,3
LS RIB SET,1,T-SHIRTS,RIB,STORE,Australia,1.33,2164,76.7,25.61,101.3482,3
LS RIB SET,1,T-SHIRTS,RIB,STORE,Chile,1.33,1052,53.53,12.26,96.52523,3
LS RIB SET,1,T-SHIRTS,RIB,STORE,South Africa,1.33,984,44.92,21.63,98.80225,3
LS RIB SET,1,TROUSERS,RIB,STORE,Australia,1.33,2164,76.7,25.61,101.3482,3
LS RIB SET,1,TROUSERS,RIB,STORE,Chile,1.33,1052,53.53,12.26,96.52523,3
LS RIB SET,1,TROUSERS,RIB,STORE,South Africa,1.33,984,44.92,21.63,98.80225,3
ALGOT BODY,3,BODY,RIB,ONLINE,Australia,1.6,2976,76.7,25.61,101.3482,3
ALGOT BODY,3,BODY,RIB,ONLINE,China,1.6,1344,27.22,4.14,103.9309,3
ALGOT BODY,3,BODY,RIB,ONLINE,India,1.6,2544,16.41,25.67,100.4789,3
ALGOT BODY,3,BODY,RIB,ONLINE,Mexico,1.6,7056,9.03,19.93,100.5622,3
ALGOT BODY,3,BODY,RIB,ONLINE,South Korea,1.6,4032,104.22,8.24,99.9668,3
ALGOT BODY,3,BODY,RIB,ONLINE,Turkey,1.6,4080,86.26,4.86,98.61889000000001,3
ALGOT BODY,3,BODY,RIB,ONLINE,Australia,1.58,1824,76.7,25.61,101.3482,3
ALGOT BODY,3,BODY,RIB,ONLINE,China,1.58,10368,27.22,4.14,103.9309,3
ALGOT BODY,3,BODY,RIB,ONLINE,India,1.58,1536,16.41,25.67,100.4789,3
ALGOT BODY,3,BODY,RIB,ONLINE,Japan,1.58,5472,122.52,6.64,98.06156999999999,3
ALGOT BODY,3,BODY,RIB,ONLINE,Mexico,1.58,4272,9.03,19.93,100.5622,3
ALGOT BODY,3,BODY,RIB,ONLINE,South Korea,1.58,2448,104.22,8.24,99.9668,3
ALGOT BODY,3,BODY,RIB,ONLINE,Turkey,1.58,2448,86.26,4.86,98.61889000000001,3
ALGOT BODY,3,BODY,RIB,ONLINE,Australia,1.65,480,76.7,25.61,101.3482,3
ALGOT BODY,3,BODY,RIB,ONLINE,China,1.65,672,27.22,4.14,103.9309,3
ALGOT BODY,3,BODY,RIB,ONLINE,India,1.65,1536,16.41,25.67,100.4789,3
ALGOT BODY,3,BODY,RIB,ONLINE,Italy,1.65,12720,43.93,7.6,100.9382,3
ALGOT BODY,3,BODY,RIB,ONLINE,Japan,1.65,1488,122.52,6.64,98.06156999999999,3
ALGOT BODY,3,BODY,RIB,ONLINE,Mexico,1.65,1152,9.03,19.93,100.5622,3
ALGOT BODY,3,BODY,RIB,ONLINE,South Korea,1.65,672,104.22,8.24,99.9668,3
ALGOT BODY,3,BODY,RIB,ONLINE,Turkey,1.65,2448,86.26,4.86,98.61889000000001,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Australia,1.53,900,76.7,25.61,101.3482,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,China,1.53,600,27.22,4.14,103.9309,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,India,1.53,900,16.41,25.67,100.4789,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Italy,1.53,7860,43.93,7.6,100.9382,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Japan,1.53,960,122.52,6.64,98.06156999999999,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Mexico,1.53,1980,9.03,19.93,100.5622,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,South Korea,1.53,960,104.22,8.24,99.9668,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Turkey,1.53,780,86.26,4.86,98.61889000000001,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Australia,1.44,2175,76.7,25.61,101.3482,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,China,1.44,1125,27.22,4.14,103.9309,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,India,1.44,2175,16.41,25.67,100.4789,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Italy,1.44,15075,43.93,7.6,100.9382,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Japan,1.44,8400,122.52,6.64,98.06156999999999,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Mexico,1.44,4875,9.03,19.93,100.5622,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,South Korea,1.44,2400,104.22,8.24,99.9668,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Sweden,1.44,7800,35.51,-2.01,101.7339,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Turkey,1.44,1950,86.26,4.86,98.61889000000001,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,United Kingdom,1.44,7200,76.88,6.39,100.715,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,United States,1.44,15000,64.54,3.96,99.72381999999999,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Australia,1.43,1540,76.7,25.61,101.3482,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,China,1.43,1540,27.22,4.14,103.9309,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,India,1.43,3010,16.41,25.67,100.4789,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Japan,1.43,3220,122.52,6.64,98.06156999999999,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Mexico,1.43,3430,9.03,19.93,100.5622,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,South Korea,1.43,1680,104.22,8.24,99.9668,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Turkey,1.43,2730,86.26,4.86,98.61889000000001,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Australia,1.51,4060,76.7,25.61,101.3482,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,India,1.51,3990,16.41,25.67,100.4789,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Japan,1.51,12880,122.52,6.64,98.06156999999999,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Mexico,1.51,9100,9.03,19.93,100.5622,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,South Korea,1.51,4480,104.22,8.24,99.9668,3
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Turkey,1.51,3640,86.26,4.86,98.61889000000001,3
ALGOT BODY,2,BODY,RIB,STORE,Switzerland,1.65,8952,60.48,1.65,99.27186999999999,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Australia,1.44,510,76.7,25.61,101.3482,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,China,1.44,1440,27.22,4.14,103.9309,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,India,1.44,660,16.41,25.67,100.4789,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Italy,1.44,19125,43.93,7.6,100.9382,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Japan,1.44,1155,122.52,6.64,98.06156999999999,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Mexico,1.44,1560,9.03,19.93,100.5622,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,South Korea,1.44,150,104.22,8.24,99.9668,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Sweden,1.44,14100,35.51,-2.01,101.7339,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Turkey,1.44,1245,86.26,4.86,98.61889000000001,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,United Kingdom,1.44,15900,76.88,6.39,100.715,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,Australia,1.44,510,76.7,25.61,101.3482,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,China,1.44,1440,27.22,4.14,103.9309,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,India,1.44,660,16.41,25.67,100.4789,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,Italy,1.44,19125,43.93,7.6,100.9382,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,Japan,1.44,1155,122.52,6.64,98.06156999999999,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,Mexico,1.44,1560,9.03,19.93,100.5622,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,South Korea,1.44,150,104.22,8.24,99.9668,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,Sweden,1.44,14100,35.51,-2.01,101.7339,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,Turkey,1.44,1245,86.26,4.86,98.61889000000001,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,United Kingdom,1.44,15900,76.88,6.39,100.715,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Australia,1.44,900,76.7,25.61,101.3482,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,China,1.44,2595,27.22,4.14,103.9309,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,India,1.44,1170,16.41,25.67,100.4789,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Japan,1.44,2070,122.52,6.64,98.06156999999999,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Mexico,1.44,2805,9.03,19.93,100.5622,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,South Korea,1.44,240,104.22,8.24,99.9668,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Sweden,1.44,17625,35.51,-2.01,101.7339,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Turkey,1.44,2220,86.26,4.86,98.61889000000001,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,United Kingdom,1.44,19875,76.88,6.39,100.715,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,Australia,1.44,900,76.7,25.61,101.3482,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,China,1.44,2595,27.22,4.14,103.9309,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,India,1.44,1170,16.41,25.67,100.4789,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,Japan,1.44,2070,122.52,6.64,98.06156999999999,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,Mexico,1.44,2805,9.03,19.93,100.5622,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,South Korea,1.44,240,104.22,8.24,99.9668,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,Sweden,1.44,17625,35.51,-2.01,101.7339,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,Turkey,1.44,2220,86.26,4.86,98.61889000000001,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,United Kingdom,1.44,19875,76.88,6.39,100.715,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Australia,1.1,2860,76.7,25.61,101.3482,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,India,1.1,1495,16.41,25.67,100.4789,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Japan,1.1,1625,122.52,6.64,98.06156999999999,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Mexico,1.1,6305,9.03,19.93,100.5622,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,South Korea,1.1,3120,104.22,8.24,99.9668,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Turkey,1.1,1430,86.26,4.86,98.61889000000001,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Australia,1.17,1530,76.7,25.61,101.3482,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,China,1.17,4050,27.22,4.14,103.9309,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,India,1.17,1935,16.41,25.67,100.4789,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Japan,1.17,4635,122.52,6.64,98.06156999999999,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Mexico,1.17,3600,9.03,19.93,100.5622,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,South Korea,1.17,2070,104.22,8.24,99.9668,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Turkey,1.17,1755,86.26,4.86,98.61889000000001,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,China,1.15,270,27.22,4.14,103.9309,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,India,1.15,270,16.41,25.67,100.4789,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Italy,1.15,2700,43.93,7.6,100.9382,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Japan,1.15,297,122.52,6.64,98.06156999999999,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Poland,1.15,3807,23.08,3.52,99.6096,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Sweden,1.15,6183,35.51,-2.01,101.7339,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Turkey,1.15,270,86.26,4.86,98.61889000000001,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,United Kingdom,1.15,7317,76.88,6.39,100.715,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Australia,1.21,1824,76.7,25.61,101.3482,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,China,1.21,2496,27.22,4.14,103.9309,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,India,1.21,3120,16.41,25.67,100.4789,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Japan,1.21,5472,122.52,6.64,98.06156999999999,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Mexico,1.21,4272,9.03,19.93,100.5622,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,South Korea,1.21,2448,104.22,8.24,99.9668,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Turkey,1.21,4080,86.26,4.86,98.61889000000001,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,United States,1.21,19200,64.54,3.96,99.72381999999999,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Australia,1.09,6090,76.7,25.61,101.3482,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,India,1.09,4900,16.41,25.67,100.4789,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Mexico,1.09,13580,9.03,19.93,100.5622,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,South Korea,1.09,6720,104.22,8.24,99.9668,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Turkey,1.09,4760,86.26,4.86,98.61889000000001,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Australia,1.03,3300,76.7,25.61,101.3482,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,China,1.03,1350,27.22,4.14,103.9309,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,India,1.03,1950,16.41,25.67,100.4789,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Japan,1.03,2175,122.52,6.64,98.06156999999999,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Mexico,1.03,7275,9.03,19.93,100.5622,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,South Korea,1.03,3600,104.22,8.24,99.9668,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Turkey,1.03,1950,86.26,4.86,98.61889000000001,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Australia,1.03,2175,76.7,25.61,101.3482,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,India,1.03,1350,16.41,25.67,100.4789,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Italy,1.03,18600,43.93,7.6,100.9382,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Japan,1.03,5625,122.52,6.64,98.06156999999999,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Mexico,1.03,4875,9.03,19.93,100.5622,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,South Korea,1.03,2400,104.22,8.24,99.9668,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Turkey,1.03,1275,86.26,4.86,98.61889000000001,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Australia,1.44,1209,76.7,25.61,101.3482,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,China,1.44,3484,27.22,4.14,103.9309,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Japan,1.44,2782,122.52,6.64,98.06156999999999,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Mexico,1.44,3770,9.03,19.93,100.5622,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,South Korea,1.44,325,104.22,8.24,99.9668,3
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Turkey,1.44,3003,86.26,4.86,98.61889000000001,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,Australia,1.44,1209,76.7,25.61,101.3482,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,China,1.44,3484,27.22,4.14,103.9309,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,Japan,1.44,2782,122.52,6.64,98.06156999999999,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,Mexico,1.44,3770,9.03,19.93,100.5622,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,South Korea,1.44,325,104.22,8.24,99.9668,3
LS RIB SET,1,TROUSERS,RIB,ONLINE,Turkey,1.44,3003,86.26,4.86,98.61889000000001,3
ALGOT 3P TIGHTS,3,TIGHTS,RIB,STORE,Mexico,1.19,216,9.03,19.93,100.5622,3
ALGOT 2P CAP,2,CAP,RIB,STORE,China,0.76,608,27.22,4.14,103.9309,3
ALGOT 2P CAP,2,CAP,RIB,STORE,India,0.76,1640,16.41,25.67,100.4789,3
ALGOT 2P CAP,2,CAP,RIB,STORE,Mexico,0.76,3920,9.03,19.93,100.5622,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Australia,1.02,3520,76.7,25.61,101.3482,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,China,1.02,3520,27.22,4.14,103.9309,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,India,1.02,5600,16.41,25.67,100.4789,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Japan,1.02,7600,122.52,6.64,98.06156999999999,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Mexico,1.02,7760,9.03,19.93,100.5622,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,South Korea,1.02,3840,104.22,8.24,99.9668,3
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Turkey,1.02,6160,86.26,4.86,98.61889000000001,3
TOBIE LS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Switzerland,1.02,2400,47.79,3.63,99.62139,4
ALGOT 3P TIGHTS,3,TIGHTS,RIB,STORE,Mexico,1.17,807,13.44,22.77,101.4852,4
ALGOT 3P TIGHTS,3,TIGHTS,RIB,STORE,China,1.18,897,39.09,8.66,103.64399999999999,4
ALGOT 3P TIGHTS,3,TIGHTS,RIB,STORE,Germany,1.18,2184,32.63,6.47,100.1951,4
ALGOT 2P CAP,2,CAP,RIB,STORE,China,0.77,4316,39.09,8.66,103.64399999999999,4
ALGOT 2P CAP,2,CAP,RIB,STORE,Germany,0.77,6032,32.63,6.47,100.1951,4
ALGOT 2P CAP,2,CAP,RIB,STORE,India,0.77,7488,26.63,28.5,100.5435,4
ALGOT 2P CAP,2,CAP,RIB,STORE,South Korea,0.77,3172,96.72,12.9,100.3659,4
ALGOT 2P CAP,2,CAP,RIB,STORE,Turkey,0.77,8112,35.91,11.53,97.93903,4
ALGOT BODY,3,BODY,RIB,ONLINE,Australia,1.61,360,21.75,22.08,101.5134,4
ALGOT BODY,3,BODY,RIB,ONLINE,India,1.61,360,26.63,28.5,100.5435,4
ALGOT BODY,3,BODY,RIB,ONLINE,Italy,1.61,6012,54.87,9.97,101.5346,4
ALGOT BODY,3,BODY,RIB,ONLINE,Japan,1.61,576,127.44,10.34,98.21864000000001,4
ALGOT BODY,3,BODY,RIB,ONLINE,Mexico,1.61,1008,13.44,22.77,101.4852,4
ALGOT BODY,3,BODY,RIB,ONLINE,South Korea,1.61,360,96.72,12.9,100.3659,4
ALGOT BODY,3,BODY,RIB,ONLINE,Turkey,1.61,792,35.91,11.53,97.93903,4
ALGOT BODY,3,BODY,RIB,ONLINE,United States,1.61,7200,52.27,8.42,99.96289,4
BOBO TIGHTS,3,TIGHTS,RIB,ONLINE,Australia,1.16,495,21.75,22.08,101.5134,4
BOBO TIGHTS,3,TIGHTS,RIB,ONLINE,India,1.16,765,26.63,28.5,100.5435,4
BOBO TIGHTS,3,TIGHTS,RIB,ONLINE,Italy,1.16,9405,54.87,9.97,101.5346,4
BOBO TIGHTS,3,TIGHTS,RIB,ONLINE,Japan,1.16,900,127.44,10.34,98.21864000000001,4
BOBO TIGHTS,3,TIGHTS,RIB,ONLINE,Mexico,1.16,1575,13.44,22.77,101.4852,4
BOBO TIGHTS,3,TIGHTS,RIB,ONLINE,South Korea,1.16,450,96.72,12.9,100.3659,4
