Style_No,Pack_Qty,Product,Fabric_Type,Order_Category,Country,Price,Quantity,Pre,Temp,CCI,Order_Month
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,India,1.19,9990,94.42,26.12,100.0648,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Japan,1.19,5580,140.3,14.3,97.51375,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Mexico,1.19,5400,42.4,22.66,98.02811,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,South Korea,1.19,2700,15.77,13.67,98.60651,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Turkey,1.19,9090,25.04,16.41,97.76004,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Australia,1.3,825,26.72,23.47,100.0924,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,China,1.3,1995,31.23,8.07,103.4397,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,India,1.3,1125,94.42,26.12,100.0648,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Japan,1.3,1575,140.3,14.3,97.51375,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Mexico,1.3,1125,42.4,22.66,98.02811,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,South Korea,1.3,360,15.77,13.67,98.60651,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Turkey,1.3,2370,25.04,16.41,97.76004,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,Australia,1.3,825,26.72,23.47,100.0924,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,China,1.3,1995,31.23,8.07,103.4397,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,India,1.3,1125,94.42,26.12,100.0648,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,Japan,1.3,1575,140.3,14.3,97.51375,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,Mexico,1.3,1125,42.4,22.66,98.02811,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,South Korea,1.3,360,15.77,13.67,98.60651,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,Turkey,1.3,2370,25.04,16.41,97.76004,10
TOBIE LS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Australia,1.07,2400,26.72,23.47,100.0924,10
TOBIE LS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,China,1.07,12320,31.23,8.07,103.4397,10
TOBIE LS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,India,1.07,4160,94.42,26.12,100.0648,10
TOBIE LS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Japan,1.07,9360,140.3,14.3,97.51375,10
TOBIE LS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Mexico,1.07,7200,42.4,22.66,98.02811,10
TOBIE LS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,South Korea,1.07,3760,15.77,13.67,98.60651,10
TOBIE LS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Turkey,1.07,6880,25.04,16.41,97.76004,10
TOBIE LS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Australia,1.0,195,26.72,23.47,100.0924,10
TOBIE LS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,China,1.0,1200,31.23,8.07,103.4397,10
TOBIE LS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Italy,1.0,5625,98.65,13.38,99.78658,10
TOBIE LS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Japan,1.0,765,140.3,14.3,97.51375,10
TOBIE LS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Mexico,1.0,285,42.4,22.66,98.02811,10
TOBIE LS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,South Korea,1.0,315,15.77,13.67,98.60651,10
TOBIE LS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Sweden,1.0,7170,66.44,4.93,100.5942,10
TOBIE LS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Turkey,1.0,2880,25.04,16.41,97.76004,10
TOBIE LS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,United States,1.0,12000,57.35,10.0,99.26201,10
ALGOT BODY,2,BODY,RIB,STORE,China,1.62,18050,31.23,8.07,103.4397,10
ALGOT BODY,2,BODY,RIB,STORE,Colombia,1.62,3200,182.34,25.2,96.71297,10
ALGOT BODY,2,BODY,RIB,STORE,India,1.62,2500,94.42,26.12,100.0648,10
ALGOT BODY,2,BODY,RIB,STORE,Mexico,1.62,17400,42.4,22.66,98.02811,10
ALGOT BODY,2,BODY,RIB,STORE,Turkey,1.62,12050,25.04,16.41,97.76004,10
ALGOT 2P CAP,2,CAP,RIB,STORE,China,0.74,5200,31.23,8.07,103.4397,10
ALGOT 2P CAP,2,CAP,RIB,STORE,Colombia,0.74,5700,182.34,25.2,96.71297,10
ALGOT 2P CAP,2,CAP,RIB,STORE,India,0.74,4100,94.42,26.12,100.0648,10
ALGOT 2P CAP,2,CAP,RIB,STORE,Turkey,0.74,19100,25.04,16.41,97.76004,10
ALGOT BODY,3,BODY,RIB,ONLINE,Australia,1.5,450,26.72,23.47,100.0924,10
ALGOT BODY,3,BODY,RIB,ONLINE,India,1.5,765,94.42,26.12,100.0648,10
ALGOT BODY,3,BODY,RIB,ONLINE,Italy,1.5,13275,98.65,13.38,99.78658,10
ALGOT BODY,3,BODY,RIB,ONLINE,Japan,1.5,765,140.3,14.3,97.51375,10
ALGOT BODY,3,BODY,RIB,ONLINE,Mexico,1.5,1800,42.4,22.66,98.02811,10
ALGOT BODY,3,BODY,RIB,ONLINE,South Korea,1.5,450,15.77,13.67,98.60651,10
ALGOT BODY,3,BODY,RIB,ONLINE,Sweden,1.5,19350,66.44,4.93,100.5942,10
ALGOT BODY,3,BODY,RIB,ONLINE,Turkey,1.5,855,25.04,16.41,97.76004,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Australia,1.09,630,26.72,23.47,100.0924,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,India,1.09,6705,94.42,26.12,100.0648,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Italy,1.09,17415,98.65,13.38,99.78658,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Japan,1.09,1395,140.3,14.3,97.51375,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Mexico,1.09,2070,42.4,22.66,98.02811,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,South Korea,1.09,675,15.77,13.67,98.60651,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Sweden,1.09,9675,66.44,4.93,100.5942,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Turkey,1.09,7695,25.04,16.41,97.76004,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Australia,1.1,855,26.72,23.47,100.0924,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,India,1.1,3285,94.42,26.12,100.0648,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Italy,1.1,17415,98.65,13.38,99.78658,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Japan,1.1,1845,140.3,14.3,97.51375,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Mexico,1.1,2745,42.4,22.66,98.02811,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,South Korea,1.1,900,15.77,13.67,98.60651,10
TOBIE LS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,Australia,1.08,816,26.72,23.47,100.0924,10
TOBIE LS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,China,1.08,6144,31.23,8.07,103.4397,10
TOBIE LS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,India,1.08,1344,94.42,26.12,100.0648,10
TOBIE LS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,Japan,1.08,4176,140.3,14.3,97.51375,10
TOBIE LS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,Mexico,1.08,2736,42.4,22.66,98.02811,10
TOBIE LS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,South Korea,1.08,1584,15.77,13.67,98.60651,10
TOBIE LS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,Turkey,1.08,4080,25.04,16.41,97.76004,10
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Australia,0.92,2240,26.72,23.47,100.0924,10
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,China,0.92,12880,31.23,8.07,103.4397,10
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,India,0.92,3840,94.42,26.12,100.0648,10
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Japan,0.92,4480,140.3,14.3,97.51375,10
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Mexico,0.92,4400,42.4,22.66,98.02811,10
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,South Korea,0.92,3520,15.77,13.67,98.60651,10
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Turkey,0.92,3680,25.04,16.41,97.76004,10
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Australia,0.81,2960,26.72,23.47,100.0924,10
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,China,0.81,17280,31.23,8.07,103.4397,10
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,India,0.81,6160,94.42,26.12,100.0648,10
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Japan,0.81,12560,140.3,14.3,97.51375,10
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Mexico,0.81,8000,42.4,22.66,98.02811,10
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,South Korea,0.81,4640,15.77,13.67,98.60651,10
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Turkey,0.81,10240,25.04,16.41,97.76004,10
TOBIE LS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Australia,1.07,1200,26.72,23.47,100.0924,10
TOBIE LS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,China,1.07,3760,31.23,8.07,103.4397,10
TOBIE LS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,India,1.07,1280,94.42,26.12,100.0648,10
TOBIE LS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Italy,1.07,17280,98.65,13.38,99.78658,10
TOBIE LS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Japan,1.07,2800,140.3,14.3,97.51375,10
TOBIE LS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Mexico,1.07,4000,42.4,22.66,98.02811,10
TOBIE LS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,South Korea,1.07,1920,15.77,13.67,98.60651,10
TOBIE LS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Sweden,1.07,17760,66.44,4.93,100.5942,10
TOBIE LS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Turkey,1.07,2080,25.04,16.41,97.76004,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Australia,1.3,750,26.72,23.47,100.0924,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,China,1.3,1800,31.23,8.07,103.4397,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,India,1.3,1005,94.42,26.12,100.0648,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Japan,1.3,1410,140.3,14.3,97.51375,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Mexico,1.3,1020,42.4,22.66,98.02811,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,South Korea,1.3,330,15.77,13.67,98.60651,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Sweden,1.3,12345,66.44,4.93,100.5942,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Turkey,1.3,5085,25.04,16.41,97.76004,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,Australia,1.3,750,26.72,23.47,100.0924,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,China,1.3,1800,31.23,8.07,103.4397,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,India,1.3,1005,94.42,26.12,100.0648,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,Japan,1.3,1410,140.3,14.3,97.51375,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,Mexico,1.3,1020,42.4,22.66,98.02811,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,South Korea,1.3,330,15.77,13.67,98.60651,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,Sweden,1.3,12345,66.44,4.93,100.5942,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,Turkey,1.3,5085,25.04,16.41,97.76004,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,China,1.35,3560,31.23,8.07,103.4397,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,India,1.35,5120,94.42,26.12,100.0648,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Sweden,1.35,13840,66.44,4.93,100.5942,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Turkey,1.35,4360,25.04,16.41,97.76004,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,United States,1.35,8000,57.35,10.0,99.26201,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,India,1.51,2275,94.42,26.12,100.0648,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Japan,1.51,980,140.3,14.3,97.51375,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Sweden,1.51,12110,66.44,4.93,100.5942,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Turkey,1.51,1925,25.04,16.41,97.76004,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,United States,1.51,17500,57.35,10.0,99.26201,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Australia,1.36,825,26.72,23.47,100.0924,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,China,1.36,1725,31.23,8.07,103.4397,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,India,1.36,1725,94.42,26.12,100.0648,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Japan,1.36,1275,140.3,14.3,97.51375,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Mexico,1.36,2400,42.4,22.66,98.02811,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Sweden,1.36,14850,66.44,4.93,100.5942,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Turkey,1.36,1275,25.04,16.41,97.76004,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Australia,1.36,1275,26.72,23.47,100.0924,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,China,1.36,2625,31.23,8.07,103.4397,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,India,1.36,2625,94.42,26.12,100.0648,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Japan,1.36,1950,140.3,14.3,97.51375,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Mexico,1.36,3600,42.4,22.66,98.02811,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Turkey,1.36,1950,25.04,16.41,97.76004,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Japan,1.43,580,140.3,14.3,97.51375,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Sweden,1.43,9880,66.44,4.93,100.5942,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,United States,1.43,14000,57.35,10.0,99.26201,10
ALGOT BODY,3,BODY,RIB,ONLINE,Italy,1.48,13986,98.65,13.38,99.78658,10
ALGOT BODY,3,BODY,RIB,ONLINE,Poland,1.48,15534,77.88,11.03,98.57059,10
ALGOT BODY,3,BODY,RIB,ONLINE,Sweden,1.48,7740,66.44,4.93,100.5942,10
ALGOT BODY,3,BODY,RIB,ONLINE,Turkey,1.48,1404,25.04,16.41,97.76004,10
ALGOT BODY,3,BODY,RIB,ONLINE,United States,1.48,7200,57.35,10.0,99.26201,10
ALGOT BODY,3,BODY,RIB,ONLINE,Italy,1.47,13986,98.65,13.38,99.78658,10
ALGOT BODY,3,BODY,RIB,ONLINE,Poland,1.47,15534,77.88,11.03,98.57059,10
ALGOT BODY,3,BODY,RIB,ONLINE,Sweden,1.47,18558,66.44,4.93,100.5942,10
ALGOT BODY,3,BODY,RIB,ONLINE,Turkey,1.47,1404,25.04,16.41,97.76004,10
ALGOT BODY,3,BODY,RIB,ONLINE,United States,1.47,14400,57.35,10.0,99.26201,10
ALGOT BODY,3,BODY,RIB,ONLINE,Australia,1.5,1176,26.72,23.47,100.0924,10
ALGOT BODY,3,BODY,RIB,ONLINE,India,1.5,2142,94.42,26.12,100.0648,10
ALGOT BODY,3,BODY,RIB,ONLINE,Japan,1.5,2058,140.3,14.3,97.51375,10
ALGOT BODY,3,BODY,RIB,ONLINE,Mexico,1.5,3612,42.4,22.66,98.02811,10
ALGOT BODY,3,BODY,RIB,ONLINE,Turkey,1.5,2352,25.04,16.41,97.76004,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Australia,1.21,1176,26.72,23.47,100.0924,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,India,1.21,4536,94.42,26.12,100.0648,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Japan,1.21,2520,140.3,14.3,97.51375,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Mexico,1.21,3150,42.4,22.66,98.02811,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Turkey,1.21,5418,25.04,16.41,97.76004,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Australia,1.21,420,26.72,23.47,100.0924,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,India,1.21,1554,94.42,26.12,100.0648,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Italy,1.21,11970,98.65,13.38,99.78658,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Japan,1.21,882,140.3,14.3,97.51375,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Mexico,1.21,1890,42.4,22.66,98.02811,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Sweden,1.21,18060,66.44,4.93,100.5942,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Turkey,1.21,1848,25.04,16.41,97.76004,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Australia,1.3,585,26.72,23.47,100.0924,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,China,1.3,1410,31.23,8.07,103.4397,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,India,1.3,780,94.42,26.12,100.0648,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Italy,1.3,15225,98.65,13.38,99.78658,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Japan,1.3,750,140.3,14.3,97.51375,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Mexico,1.3,900,42.4,22.66,98.02811,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,South Korea,1.3,255,15.77,13.67,98.60651,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Sweden,1.3,18525,66.44,4.93,100.5942,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Turkey,1.3,2235,25.04,16.41,97.76004,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,Australia,1.3,585,26.72,23.47,100.0924,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,China,1.3,1410,31.23,8.07,103.4397,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,India,1.3,780,94.42,26.12,100.0648,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,Italy,1.3,15225,98.65,13.38,99.78658,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,Japan,1.3,750,140.3,14.3,97.51375,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,Mexico,1.3,900,42.4,22.66,98.02811,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,South Korea,1.3,255,15.77,13.67,98.60651,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,Sweden,1.3,18525,66.44,4.93,100.5942,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,Turkey,1.3,2235,25.04,16.41,97.76004,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Australia,1.3,1050,29.1,27.33,100.6825,11
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,China,1.3,728,16.32,1.5,103.804,11
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,India,1.3,840,25.53,21.71,100.1558,11
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Japan,1.3,672,65.12,9.37,97.48475,11
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,South Korea,1.3,518,44.71,7.99,99.03033,11
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Sweden,1.3,11536,50.67,1.08,100.5483,11
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Turkey,1.3,4634,40.11,7.41,97.69906999999999,11
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,United Kingdom,1.3,16464,93.2,7.83,97.40619000000001,11
LS RIB SET,1,TROUSERS,RIB,ONLINE,Australia,1.3,1050,29.1,27.33,100.6825,11
LS RIB SET,1,TROUSERS,RIB,ONLINE,China,1.3,728,16.32,1.5,103.804,11
LS RIB SET,1,TROUSERS,RIB,ONLINE,India,1.3,840,25.53,21.71,100.1558,11
LS RIB SET,1,TROUSERS,RIB,ONLINE,Japan,1.3,672,65.12,9.37,97.48475,11
LS RIB SET,1,TROUSERS,RIB,ONLINE,South Korea,1.3,518,44.71,7.99,99.03033,11
LS RIB SET,1,TROUSERS,RIB,ONLINE,Sweden,1.3,11536,50.67,1.08,100.5483,11
LS RIB SET,1,TROUSERS,RIB,ONLINE,Turkey,1.3,4634,40.11,7.41,97.69906999999999,11
LS RIB SET,1,TROUSERS,RIB,ONLINE,United Kingdom,1.3,16464,93.2,7.83,97.40619000000001,11
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Australia,1.3,840,29.1,27.33,100.6825,11
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,China,1.3,1200,16.32,1.5,103.804,11
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,India,1.3,675,25.53,21.71,100.1558,11
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Italy,1.3,13050,43.17,10.53,99.60262,11
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Japan,1.3,945,65.12,9.37,97.48475,11
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Mexico,1.3,840,29.57,19.82,98.34669,11
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,South Korea,1.3,225,44.71,7.99,99.03033,11
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Sweden,1.3,8025,50.67,1.08,100.5483,11
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Turkey,1.3,1905,40.11,7.41,97.69906999999999,11
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,United Kingdom,1.3,11475,93.2,7.83,97.40619000000001,11
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,United States,1.3,18000,51.71,4.94,99.21984,11
LS RIB SET,1,TROUSERS,RIB,ONLINE,Australia,1.3,840,29.1,27.33,100.6825,11
LS RIB SET,1,TROUSERS,RIB,ONLINE,China,1.3,1200,16.32,1.5,103.804,11
LS RIB SET,1,TROUSERS,RIB,ONLINE,India,1.3,675,25.53,21.71,100.1558,11
LS RIB SET,1,TROUSERS,RIB,ONLINE,Italy,1.3,13050,43.17,10.53,99.60262,11
LS RIB SET,1,TROUSERS,RIB,ONLINE,Japan,1.3,945,65.12,9.37,97.48475,11
LS RIB SET,1,TROUSERS,RIB,ONLINE,Mexico,1.3,840,29.57,19.82,98.34669,11
LS RIB SET,1,TROUSERS,RIB,ONLINE,South Korea,1.3,225,44.71,7.99,99.03033,11
LS RIB SET,1,TROUSERS,RIB,ONLINE,Sweden,1.3,8025,50.67,1.08,100.5483,11
LS RIB SET,1,TROUSERS,RIB,ONLINE,Turkey,1.3,1905,40.11,7.41,97.69906999999999,11
LS RIB SET,1,TROUSERS,RIB,ONLINE,United Kingdom,1.3,11475,93.2,7.83,97.40619000000001,11
LS RIB SET,1,TROUSERS,RIB,ONLINE,United States,1.3,18000,51.71,4.94,99.21984,11
ALGOT BODY,2,BODY,RIB,STORE,Australia,1.67,2504,29.1,27.33,100.6825,11
ALGOT BODY,2,BODY,RIB,STORE,New Zealand,1.67,80,170.23,12.94,99.14913,11
ALGOT BODY,2,BODY,RIB,STORE,South Africa,1.67,176,63.37,21.36,97.8722,11
ALGOT BODY,2,BODY,RIB,STORE,Australia,1.67,976,29.1,27.33,100.6825,11
ALGOT BODY,2,BODY,RIB,STORE,Australia,1.63,6680,29.1,27.33,100.6825,11
ALGOT BODY,2,BODY,RIB,STORE,New Zealand,1.63,80,170.23,12.94,99.14913,11
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Australia,0.81,2240,29.1,27.33,100.6825,11
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,China,0.81,7440,16.32,1.5,103.804,11
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,India,0.81,2640,25.53,21.71,100.1558,11
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Japan,0.81,5440,65.12,9.37,97.48475,11
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Mexico,0.81,4000,29.57,19.82,98.34669,11
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,South Korea,0.81,3520,44.71,7.99,99.03033,11
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Turkey,0.81,4400,40.11,7.41,97.69906999999999,11
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Australia,0.87,800,29.1,27.33,100.6825,11
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,China,0.87,2480,16.32,1.5,103.804,11
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,India,0.87,880,25.53,21.71,100.1558,11
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Italy,0.87,11520,43.17,10.53,99.60262,11
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Japan,0.87,1840,65.12,9.37,97.48475,11
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Mexico,0.87,2560,29.57,19.82,98.34669,11
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,South Korea,0.87,1200,44.71,7.99,99.03033,11
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Turkey,0.87,1520,40.11,7.41,97.69906999999999,11
TOBIE LS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Australia,1.0,270,29.1,27.33,100.6825,11
TOBIE LS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,China,1.0,1605,16.32,1.5,103.804,11
TOBIE LS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Italy,1.0,7500,43.17,10.53,99.60262,11
